id,text,initiative,lawnr,datesubmission,mainNL,subNL,year,majortopic,subtopic ,typebill,EUlinkconsiderans,EUinttitle,EUmentionconsiderans,EUref,amendments,motions
130,"Wijziging van de begroting van ontvangsten en uitgaven van het Landbouw-Egalisatiefonds, afdeling A, voor het jaar 1980 (verzamelontwerp; eerste wijzigingsvoorstel)",0,16729,,,,1981,,,begroting,,,,,,
131,Regelen omtrent een eenmalige uitkering aan bepaalde door de Japanners in Azië geïnterneerden en hun weduwen (Uitkeringswet Indische geïnterneerden),0,16730,28/04/1981,16,1619,1981,16,1619,gewoon wetsvoorstel,0,0,0,,,
132,Verhoging van de accijnzen van benzine en dieselolie,0,16731,28/04/1981,1,107,1981,1,107,gewoon wetsvoorstel,0,0,0,,,
133,Wijziging van de Telegraaf- en Telefoonwet 1904 en van de Radio-Omroep-Zender-Wet 1935,0,16738,28/04/1981,17,1707,1981,17,1707,gewoon wetsvoorstel,0,0,0,,,
134,"Goedkeuring van een deel van de herziene Berner Conventie voor de bescherming van werken van letterkunde en kunst en van de herziene Universele Auteursrechtconventie, met twee Protocollen; Parijs, 24 juli 1971 (Trb. 1972, 157 en 114 en Trb. 1976, 37)",0,16739,29/04/1981,15,1522,1981,15,1522,goedkeuring verdrag,0,3,0,,,
135,Aanpassing van de Auteurswet 1912 aan de Akte van Parijs van de Berner Conventie,0,16740,29/04/1981,15,1522,1981,15,1522,gewoon wetsvoorstel,0,3,0,,,
136,Invoering van collegegeld voor studenten van dagscholen voor hoger beroepsonderwijs (Collegegeldwet hoger beroepsonderwijs),0,16743,28/04/1981,6,601,1981,6,601,gewoon wetsvoorstel,0,0,0,,,
137,"Wijziging van de School- en cursusgeldwet 1972 (verhoging van het schoolgeld, alsmede van de schoolgeldvrije voet)",0,16744,28/04/1981,6,602,1981,6,602,gewoon wetsvoorstel,0,0,0,,,
138,Verlenging van de Machtigingswet inschrijving studenten,0,16745,29/04/1981,6,601,1981,6,601,gewoon wetsvoorstel,0,0,0,,,
139,Behoud van cultuurbezit,0,16749,12/05/1981,6,609,1981,23,2300,gewoon wetsvoorstel,0,0,0,,,
140,Wijziging van hoofdstuk XIII (Departement van Economische Zaken) van de begroting van uitgaven van het Rijk voor het jaar 1981 (verhoging garantieverplichting UCN; eerste wijzigingsvoorstel),0,16750,,,,1981,,,begroting,,,,,,
141,Wijziging van hoofdstuk XIII (Departement van Economische Zaken) van de begroting van uitgaven van het Rijk voor het jaar 1981 (tweede wijzigingsvoorstel),0,16751,,,,1981,,,begroting,,,,,,
142,"Tijdelijke herziening van de wijze van vaststelling van de premie voor de werkloosheidsverzekering en de verdeling daarvan, alsmede onder eenmalige afwijking van de wettelijk voorgeschreven procedure, vaststelling van een aantal sociale verzekeringspremies per 1 juli 1981",0,16758,12/05/1981,13,1300,1981,13,1300,gewoon wetsvoorstel,0,0,0,,,
143,Goedkeuring van het voornemen tot opzegging van de op 21 juni 1952 te Kaapstad tot stand gekomen Overeenkomst tussen de Nederlandse en de Zuidafrikaanse Regering betreffende paspoort-visa,0,16759,12/05/1981,19,1929,1981,19,1929,goedkeuring verdrag,0,3,0,,,
144,Voorstel van Wet van de leden Van Ooijen en Schaapman tot wijziging van de Kleuteronderwijswet en van de Lager-onderwijswet 1920 (Overblijfmogelijkheden),1,16760,12/05/1981,13,1309,1981,13,1308,gewoon wetsvoorstel,0,0,0,,,
145,Voorstel van wet van de leden Van den Anker en Patijn tot intrekking van artikel 11 van de wet Openbaar Lichaam Zuidelijke IJsselmeerpolders,1,16761,12/05/1981,20,2001,1981,20,2001,gewoon wetsvoorstel,0,0,0,,,
146,Voorstel van wet van het lid Van Ooijen tot wijziging van de Lager-Onderwijswet 1920 met betrekking tot de vergoeding van weekeinde- en vakantievervoer van leerlingen,1,16772,NA,6,606,1981,6,606,gewoon wetsvoorstel,0,0,0,,,
147,"Wijziging van de begroting van het Staatsbedrijf der Posterijen, Telegrafie en Telefonie en van de Rijkspostspaarbank voor het jaar 1979 (verzamelontwerp; tweede wijzigingsvoorstel)",0,16774,,,,1981,,,begroting,,,,,,
148,Wijziging van hoofdstuk I (Huis der Koningin) van de begroting van uitgaven van het Rijk voor het jaar 1980 (verzamelontwerp; eerste wijzigingsvoorstel),0,16775,,,,1981,,,begroting,,,,,,
149,Regeling van de bezoldiging van de Nationale ombudsman en van de substituut-ombudsmannen,0,16778,12/05/1981,20,2004,1981,20,2004,gewoon wetsvoorstel,0,0,0,,,
150,Voorstel van Wet van het lid Nypels tot wijziging van de Woningwet (Wet op de woningsplitsing),1,16781,14/05/1981,14,1499,1981,14,1499,gewoon wetsvoorstel,0,0,0,,,
151,Wijziging van de Boswet,0,16783,11/06/1981,7,709,1981,7,709,gewoon wetsvoorstel,0,0,0,,,
152,Wijziging van hoofdstuk VI (Departement van Justitie) van de begroting van uitgaven van het Rijk voor het jaar 1980 (verzamelontwerp; tweede wijzigingsvoorstel),0,16784,,,,1981,,,begroting,,,,,,
153,Wijziging van de Postwet 1954 (Stb. 592)¹,0,16785,11/06/1981,20,2003,1981,20,2003,gewoon wetsvoorstel,0,0,0,,,
154,Wijziging van de inkomstenbelasting en de loonbelasting ter zake van de aftrekbaarheid als persoonlijke verplichting van termijnen van lijfrenten en andere periodieke uitkeringen en verstrekkingen,0,16787,11/06/1981,1,107,1981,1,107,gewoon wetsvoorstel,0,0,0,,,
155,Wijziging van de Arbeidsbemiddelingswet 1930 (verplichte vacaturemelding),0,16788,11/06/1981,5,502,1981,5,502,gewoon wetsvoorstel,0,0,0,,,
156,"Wijziging van de Wet op het voortgezet onderwijs, houdende regeling en invoering van de opleidingsscholen voor leraren basisonderwijs",0,16795,11/06/1981,6,602,1981,6,602,gewoon wetsvoorstel,0,0,0,,,
157,Regelen ter bescherming van mens en milieu tegen gevaarlijke stoffen en preparaten (Wet milieugevaarlijke stoffen),0,16800,11/06/1981,7,704,1981,7,704,gewoon wetsvoorstel,1,0,2,,,
158,Beperking schadeloosstelling en toelagen Voorzitter en leden Tweede Kamer en Voorzitter Eerste Kamer der Staten-Generaal,0,16801,11/06/1981,20,2004,1981,20,2004,gewoon wetsvoorstel,0,0,0,,,
159,Herziening regeling van het wetenschappelijk onderwijs (Wet op het wetenschappelijk onderwijs 1981),0,16802,11/06/1981,6,601,1981,6,601,gewoon wetsvoorstel,0,0,0,,,
160,Regeling van het hoger beroepsonderwijs (Wet op het hoger beroepsonderwijs),0,16803,11/06/1981,6,601,1981,6,601,gewoon wetsvoorstel,0,0,0,,,
161,"Wet, strekkende tot opheffing van de provincie Zuid-Holland en van het openbaar lichaam Rijnmond en tot instelling van een provincie Midden-Holland en een nieuwe provincie Zuid-Holland, tevens strekkende tot overgang van een aantal gemeenten naar een andere provincie alsmede tot wijziging van de Provinciewet en enkele andere wetten en tot intrekking van de Wet openbaar lichaam Rijnmond (Wet splitsing provincie Zuid-Holland)",0,16804,11/06/1981,20,2001,1981,20,2001,gewoon wetsvoorstel,0,0,0,,,
162,"Goedkeuring van het op 6 april 1974 te Genève tot stand gekomen Verdrag inzake een gedragscode voor lijnvaartconferences, met bijlage (Trb. 1980, 165)",0,16807,11/06/1981,10,1007,1981,10,1007,goedkeuring verdrag,0,3,0,,,
163,Wijziging van de Kernenergiewet,0,16808,11/06/1981,8,801,1981,8,801,gewoon wetsvoorstel,0,0,0,,,
164,Interimwet op het speciaal onderwijs,0,16811,11/06/1981,6,606,1981,6,606,gewoon wetsvoorstel,0,0,0,,,
165,Vaststelling van een nieuwe Politiewet,0,16812,11/06/1981,12,1201,1981,12,1201,gewoon wetsvoorstel,0,0,0,,,
166,"Wijziging van het Wetboek van Strafrecht, de Dienstplichtwet, de Militaire Ambtenarenwet 1931, het Besluit Buitengewoon Strafrecht, de Wet van 10 juli 1947 (Stb. H 233) en de Wet Oorlogsstrafrecht in verband met de herziening van het militair straf- en tuchtrecht en ter afschaffing van de doodstraf",0,16813,NA,16,1699,1981,16,1699,gewoon wetsvoorstel,0,0,0,,,
167,Uitbreiding van de Wet algemene bepalingen milieuhygiëne (Regelen met betrekking tot milieu-effectrapportage),0,16814,NA,7,700,1981,7,700,gewoon wetsvoorstel,0,0,0,,,
168,"Nadere wijziging van de Ziekenfondswet, de Algemene Wet Bijzondere Ziektekosten en de Wet op het Praeventiefonds",0,16817,11/06/1981,3,302,1981,3,302,gewoon wetsvoorstel,0,0,0,,,
169,Regelen inzake de zeevervoermarkt (Wet vervoer over zee),0,16818,11/06/1981,10,1007,1981,10,1007,gewoon wetsvoorstel,1,0,1,,,
170,Tijdelijke regelen inzake sanering in geval van verontreiniging van de bodem (Interim bodemsanering),0,16821,11/06/1981,7,711,1981,7,711,gewoon wetsvoorstel,0,0,0,,,
171,Wijziging van de Wet Autovervoer Goederen,0,16822,11/06/1981,10,1006,1981,10,1006,gewoon wetsvoorstel,0,0,0,,,
172,"Wijziging van de Overgangswet WVO (Stb. 1967, 386) (Overgangsregeling 10 jarig onbevoegden)",0,16823,11/06/1981,6,602,1981,6,602,gewoon wetsvoorstel,0,0,0,,,
173,Gemeentelijke herindeling van Friesland,0,16824,11/06/1981,20,2001,1981,20,2001,gemeentelijke (her)indeling,0,0,0,,,
174,Wijziging van de begroting van inkomsten en uitgaven van het Provinciefonds voor het jaar 1979 (eerste wijzigingsvoorstel),0,16826,,,,1981,,,begroting,,,,,,
175,Wijziging van de begroting van inkomsten en uitgaven van het Gemeentefonds voor het jaar 1980 (verzamelontwerp; tweede wijzigingsvoorstel),0,16827,,,,1981,,,begroting,,,,,,
176,"Wijziging van de Wet uitkeringen vervolgingsslachtoffers 1940-1945 (Stb. 1977, 494)",0,16833,11/06/1981,16,1619,1981,16,1619,gewoon wetsvoorstel,0,0,0,,,
177,Intrekking van de Wet op de vergadering van houders van schuldbrieven aan toonder,0,16835,11/06/1981,15,1502,1981,15,1502,gewoon wetsvoorstel,0,0,0,,,
178,Wijziging van de Wet administratieve rechtspraak belastingzaken,0,16848,18/06/1981,12,1204,1981,12,1204,gewoon wetsvoorstel,0,0,0,,,
179,Wijziging van hoofdstuk IX B (Departement van Financiën) van de begroting van uitgaven van het Rijk voor het jaar 1980 (verzamelontwerp; tweede wijzigingsvoorstel),0,16901,,,,1981,,,begroting,,,,,,
180,Verandering in de Grondwet van bepalingen inzake grondrechten,0,16905,NA,2,200,1981,2,200,grondwetswijziging,0,0,0,,,
181,"Verandering in de Grondwet, strekkende tot opneming van een bepaling betreffende het recht op onaantastbaarheid van het menselijk lichaam",0,16907,18/06/1981,2,200,1981,2,200,grondwetswijziging,0,0,0,,,
182,"Verandering in de Grondwet, strekkende tot opneming van bepalingen inzake sociale grondrechten",0,16908,NA,2,200,1981,2,200,grondwetswijziging,0,0,0,,,
183,Verandering in de Grondwet van bepalingen inzake de Koning en de ministers alsmede de staatssecretarissen,0,16910,18/06/1981,20,2011,1981,20,2011,grondwetswijziging,0,0,0,,,
184,Verandering in de Grondwet van bepalingen inzake de inrichting en de samenstelling van de Staten-Generaal,0,16912,18/06/1981,20,2011,1981,20,2011,grondwetswijziging,0,0,0,,,
185,Verandering in de Grondwet van de bepalingen inzake de verkiezing van de Tweede Kamer en de Eerste Kamer der Staten-Generaal,0,16913,NA,20,2012,1981,20,2012,grondwetswijziging,0,0,0,,,
186,Verandering in de Grondwet van bepalingen inzake de werkwijze van de Staten-Generaal,0,16914,18/06/1981,20,2011,1981,20,2011,grondwetswijziging,0,0,0,,,
187,Verandering in de Grondwet van de bepalingen inzake uitzonderingstoestanden,0,16919,18/06/1981,20,2000,1981,20,2000,grondwetswijziging,0,0,0,,,
188,Verandering in de Grondwet van de bepalingen inzake de belastingen,0,16920,18/06/1981,1,107,1981,1,107,grondwetswijziging,0,0,0,,,
189,Verandering in de Grondwet van de bepalingen inzake de begroting,0,16921,NA,1,104,1981,1,104,grondwetswijziging,0,0,0,,,
190,"Verandering in de Grondwet, strekkende tot het doen vervallen van de artikelen 73 en 190-192, alsmede tot het opnemen van een bepaling inzake het geldstelsel",0,16922,18/06/1981,1,104,1981,1,104,grondwetswijziging,0,0,0,,,
191,Verandering in de Grondwet van de bepalingen inzake de regeling van delen van het recht in algemene wetboeken en tot opneming van een bepaling inzake algemene regels van bestuursrecht,0,16923,18/06/1981,20,2000,1981,20,2000,grondwetswijziging,0,0,0,,,
192,"Verandering in de Grondwet, strekkende tot opneming van een bepaling betreffende de instelling van een of meer algemene, onafhankelijke organen voor het onderzoek van klachten betreffende overheidsgedragingen",0,16924,18/06/1981,20,2002,1981,20,2002,grondwetswijziging,0,0,0,,,
193,Verandering in de Grondwet van bepalingen inzake ambtenaren,0,16925,NA,20,2004,1981,20,2004,grondwetswijziging,0,0,0,,,
194,"Verandering in de Grondwet, strekkende tot opneming van een bepaling inzake de openbaarheid van bestuur",0,16926,18/06/1982,2,208,1981,2,208,grondwetswijziging,0,0,0,,,
195,Verandering in de Grondwet van bepalingen inzake de justitie,0,16928,NA,12,1200,1981,12,1200,grondwetswijziging,0,0,0,,,
196,Verandering in de Grondwet van bepalingen inzake provincies en gemeenten,0,16931,18/06/1981,20,2001,1981,20,2001,grondwetswijziging,0,0,0,,,
197,"Verandering in de Grondwet, strekkende tot opneming van een bepaling inzake de mogenlijkheid kiesrecht voor de gemeenteraad te verlenen aan ingezetenen die geen Nederlander zijn",0,16932,18/06/1981,2,206,1981,2,206,grondwetswijziging,0,0,0,,,
198,Verandering in de Grondwet van de bepalingen inzake de waterstaat,0,16933,18/06/1981,21,2108,1981,21,2104,grondwetswijziging,0,0,0,,,
199,Verandering in de Grondwet van de bepalingen inzake openbare lichamen voor beroep en bedrijf en anderen dan in de Grondwet genoemde lichamen met verordenende bevoegheid,0,16934,18/06/1981,20,2000,1981,20,2000,grondwetswijziging,0,0,0,,,
200,"Verandering in de Grondwet van de bepaling met betrekking tot de voorziening in aangelegenheden, waarbij twee of meer gemeenten zijn betrokken, alsmede van de bepaling inzake geschillen tussen openbare lichamen",0,16935,18/06/1981,20,2001,1981,20,2001,grondwetswijziging,0,0,0,,,
201,"Verandering in de Grondwet van de bepalingen inzake veranderingen in de Grondwet, alsmede tot opneming van bepalingen inzake splitsing voor een voorstel",0,16936,18/06/1981,20,2000,1981,20,2000,grondwetswijziging,0,0,0,,,
202,"Verandering in de Grondwet, strekkende tot het doen vervallen van het additionele artikel inzake heerlijke rechten",0,16938,18/06/1981,20,2099,1981,20,2099,grondwetswijziging,0,0,0,,,
203,Wijziging van hoofdstuk II (Hoge Colleges van Staat en Kabinet der Koningin) van de begroting van uitgaven van het Rijk voor het jaar 1980 (verzamelontwerp; eerste wijzigingsvoorstel),0,16940,,,,1981,,,begroting,,,,,,
204,Verlaging van de accijns van zware stookolie,0,16942,25/06/1981,1,107,1981,1,107,gewoon wetsvoorstel,0,0,0,,,
205,Wijziging van hoofdstuk XV (Departement van Sociale Zaken) van de begroting van uitgaven van het Rijk voor het jaar 1980 (verzamelontwerp; tweede wijzigingsvoorstel),0,16943,,,,1981,,,begroting,,,,,,
206,"Wijziging van artikel 3, eerste lid van de Algemene termijnenwet",0,16944,24/06/1981,12,1204,1981,12,1204,gewoon wetsvoorstel,0,0,0,,,
207,"Wijziging van de Wet administratieve rechtspraak overheidsbeschikkingen, vaststelling van een nieuwe bijlage als bedoeld in artikel 6 van die wet en wijziging van de onteigeningswet inzake het horen van de Raad van State",0,16945,25/06/1981,12,1204,1981,12,1204,gewoon wetsvoorstel,0,0,0,,,
208,Wijziging van hoofdstuk XI (Departement van Volkshuisvesting en Ruimtelijke Ordening) van de begroting van uitgaven van het Rijk voor het jaar 1980 (verzamelontwerp; tweede wijzigingsvoorstel),0,16948,,,,1981,,,begroting,,,,,,
209,Wijziging van de Ambtenarenwet 1929 en de Wet rechtstoestand dienstplichtigen,0,16955,25/08/1981,20,2004,1981,20,2004,gewoon wetsvoorstel,0,0,0,,,
210,Instelling van een Pensioenkamer (Wet op de Pensioenkamer),0,16956,25/08/1981,5,509,1981,5,503,gewoon wetsvoorstel,0,0,0,,,
211,Wijziging van de wet op de accijns van alcoholhoudende stoffen,0,16958,25/08/1981,1,107,1981,1,107,gewoon wetsvoorstel,0,0,0,,,
212,Voorlopige voorzieningen in verband met de voorgenomen intrekking van het Koninklijk besluit van 10 april 1939 (Stb. 181),0,16959,25/08/1981,16,1699,1981,16,1699,gewoon wetsvoorstel,0,0,0,,,
213,Verhoging van de motorrijtuigenbelasting voor LPG- en dieselpersonenauto's,0,16960,25/08/1981,10,1006,1981,10,1002,gewoon wetsvoorstel,0,0,0,,,
214,"Wijziging van de Kleuteronderwijswet, de Lager-onderwijswet, de Wet op het Voortgezet onderwijs en de Wet op het leerlingwezen",0,16961,25/08/1981,6,602,1981,6,602,gewoon wetsvoorstel,0,0,0,,,
215,Wijziging van hoofdstuk XIII (Departement van Economische Zaken) van de begroting van uitgaven van het Rijk voor het jaar 1980 (wijziging in hoofdzaak naar aanleiding van de Voorjaarsnota; eerste wijzigingsvoorstel),0,16964,,,,1981,,,begroting,,,,,,
216,Wijziging van artikel 927 van het Wetboek van Burgerlijke Rechtsvordering en van de artikelen 238 en 239 van Boek 1 van het Burgerlijk Wetboek,0,16965,25/08/1981,12,1210,1981,12,1210,gewoon wetsvoorstel,0,0,0,,,
217,Bepaling van de som voor de kosten van het regentschap,0,16967,25/08/1981,20,2031,1981,20,2099,gewoon wetsvoorstel,0,0,0,,,
218,Wijziging van hoofdstuk XVII (Departement van Volksgezondheid en Milieuhygiëne) van de begroting van uitgaven van het Rijk voor het jaar 1981 (maatregelen in verband met bodemsanering; eerste wijzigingsvoorstel),0,16969,,,,1981,,,begroting,,,,,,
219,"Opheffing van de bezwaren van de Algemene Rekenkamer ten aanzien van uitgaven ten laste van de artikelen 164, respectievelijk 174 van hoofdstuk XII (Departement van Verkeer en Waterstaat) van de begroting van uitgaven van het Rijk voor het jaar 1978, respectievelijk 1979 en ten aanzien van uitgaven ten laste van artikel 1 van de begroting van inkomsten en uitgaven van het Rijkswegenfonds voor het jaar 1978 (ontwerp van een indemniteitswet ex artikel 72, eerste lid, van de Comptabiliteitswet 1976).",0,16971,25/08/1981,10,1002,1981,10,1002,gewoon wetsvoorstel,0,0,0,,,
220,Wijziging van de Wegenverkeerswet (Verlenging geldigheidsduur rijbewijzen),0,16972,25/08/1981,10,1006,1981,10,1002,gewoon wetsvoorstel,0,0,0,,,
221,Wijziging regeling Provinciefonds,0,16975,25/08/1981,20,2001,1981,20,2001,gewoon wetsvoorstel,0,0,0,,,
222,Wijziging van de Reconstructiewet Midden-Delfland,0,16976,25/08/1981,20,2001,1981,20,2001,gewoon wetsvoorstel,0,0,0,,,
223,"Wijziging Wet Autovervoer Personen, Wet Autovervoer Goederen, Wet Goederenvervoer Binnenscheepvaart",0,16977,25/08/1981,10,1000,1981,10,1000,gewoon wetsvoorstel,0,0,0,,,
224,Regels inzake de rampenbestrijding en de voorbereiding daarop (Rampenwet),0,16978,25/08/1981,20,2018,1981,15,1523,gewoon wetsvoorstel,0,0,0,,,
225,Vaststelling en Invoering van titel 7.1 (koop en ruil) van het nieuwe Burgerlijk Wetboek,0,16979,25/08/1981,15,1525,1981,15,1525,gewoon wetsvoorstel,0,0,0,,,
226,Wijziging van de Wet op het afbetalingsstelsel 1961 en van de Wet op het consumptief geldkrediet,0,16981,25/08/1981,15,1504,1981,15,1504,gewoon wetsvoorstel,0,0,0,,,
227,Wijziging van hoofdstuk III (Departement van Algemene Zaken) van de begroting van uitgaven van het Rijk voor het jaar 1981 (wijziging naar aanleiding van de Voorjaarsnota; eerste wijzigingsvoorstel),0,16982,,,,1981,,,begroting,,,,,,
228,Invoeringswet Boeken 3-6 van het nieuwe Burgerlijk Wetboek (tweede gedeelte) (algemene voorwaarden),0,16983,25/08/1981,12,1200,1981,12,1200,gewoon wetsvoorstel,0,0,0,,,
229,Wijziging van de Uitkeringswet gewezen militairen,0,16984,25/08/1981,16,1608,1981,16,1608,gewoon wetsvoorstel,0,0,0,,,
230,Wijziging van hoofdstuk XII (Departement van Verkeer en Waterstaat) van de begroting van uitgaven van het Rijk voor het jaar 1980 (verzamelontwerp; tweede wijzigingsvoorstel),0,16990,,,,1981,,,begroting,,,,,,
